Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Cook County                     ,2,2,1.5,0,19-50,38176,12.24,0,645,496,664,608,358,410
Cook County                     ,2,2,1.5,0,51+,38931,12.48,0,623,573,664,608,352,424
Cook County                     ,2,2,1,0,19-50,37284,17.93,0,645,496,664,608,358,336
Cook County                     ,2,2,1,0,51+,38011,18.27,0,623,573,664,608,352,348
Cook County                     ,2,1,1,1,19-50,38687,18.6,406,520,482,756,569,349,142
Cook County                     ,2,2,2,0,51+,38931,9.36,0,623,573,664,608,352,424
Cottonwood County               ,2,2,2,0,51+,38798,9.33,0,634,573,597,667,337,425
Cottonwood County               ,2,2,1,0,51+,37927,18.23,0,634,573,597,667,337,353
Cottonwood County               ,2,2,1.5,0,51+,38798,12.44,0,634,573,597,667,337,425
Cottonwood County               ,2,2,1.5,0,19-50,38044,12.19,0,656,496,597,667,343,411
Cottonwood County               ,2,2,1,0,19-50,37200,17.88,0,656,496,597,667,343,341
Cottonwood County               ,2,2,2,0,19-50,38044,9.15,0,656,496,597,667,343,411
Cottonwood County               ,2,1,1,1,19-50,40364,19.41,435,530,482,756,622,352,187
Crow Wing County                ,2,2,1,0,19-50,39249,18.87,0,643,496,619,791,345,377
Crow Wing County                ,2,2,1,0,51+,39992,19.23,0,621,573,619,791,340,389
Crow Wing County                ,2,2,1.5,0,51+,40902,13.11,0,621,573,619,791,340,465
Crow Wing County                ,2,1,1,1,19-50,47139,22.66,669,518,482,816,733,365,345
Crow Wing County                ,2,2,2,0,19-50,40137,9.65,0,643,496,619,791,345,451
Crow Wing County                ,2,2,1.5,0,19-50,40137,12.86,0,643,496,619,791,345,451
Crow Wing County                ,2,2,2,0,51+,40902,9.83,0,621,573,619,791,340,465
Dakota County                   ,2,2,2,0,19-50,46672,11.22,0,653,420,1086,702,476,552
Dakota County                   ,2,2,1.5,0,19-50,46672,14.96,0,653,420,1086,702,476,552
Dakota County                   ,2,2,1,0,19-50,45496,21.87,0,653,420,1086,702,476,454
Dakota County                   ,2,2,2,0,51+,47432,11.4,0,631,497,1086,702,470,567
Dakota County                   ,2,2,1,0,51+,46262,22.24,0,631,497,1086,702,470,469
Dakota County                   ,2,2,1.5,0,51+,47432,15.2,0,631,497,1086,702,470,567
Dakota County                   ,2,1,1,1,19-50,71628,34.44,1684,527,406,1348,653,513,838
Dodge County                    ,2,2,1,0,51+,43853,21.08,0,621,573,813,808,393,446
Dodge County                    ,2,2,2,0,19-50,44187,10.62,0,643,496,813,808,399,523
Dodge County                    ,2,2,1,0,19-50,43125,20.73,0,643,496,813,808,399,435
Dodge County                    ,2,2,2,0,51+,44937,10.8,0,621,573,813,808,393,537
Dodge County                    ,2,2,1.5,0,19-50,44187,14.16,0,643,496,813,808,399,523
Dodge County                    ,2,1,1,1,19-50,50245,24.16,575,518,482,1045,748,428,391
Dodge County                    ,2,2,1.5,0,51+,44937,14.4,0,621,573,813,808,393,537
Douglas County                  ,2,1,1,1,19-50,42576,20.47,487,521,482,773,690,354,241
Douglas County                  ,2,2,2,0,51+,39743,9.55,0,624,573,593,744,333,445
Douglas County                  ,2,2,2,0,19-50,38955,9.36,0,646,496,593,744,339,428
Douglas County                  ,2,2,1,0,19-50,38081,18.31,0,646,496,593,744,339,355
Douglas County                  ,2,2,1,0,51+,38884,18.69,0,624,573,593,744,333,373
Douglas County                  ,2,2,1.5,0,19-50,38955,12.49,0,646,496,593,744,339,428
Douglas County                  ,2,2,1.5,0,51+,39743,12.74,0,624,573,593,744,333,445
EDR  1 - Northwest              ,2,2,2,0,19-50,38964,9.37,0,654,496,631,686,352,428
EDR  1 - Northwest              ,2,2,1.5,0,51+,39720,12.73,0,632,573,631,686,346,442
EDR  1 - Northwest              ,2,2,1.5,0,19-50,38964,12.49,0,654,496,631,686,352,428
EDR  1 - Northwest              ,2,1,1,1,19-50,41340,19.88,412,528,482,813,638,367,205
EDR  1 - Northwest              ,2,2,2,0,51+,39720,9.55,0,632,573,631,686,346,442
EDR  1 - Northwest              ,2,2,1,0,19-50,38064,18.3,0,654,496,631,686,352,353
EDR  1 - Northwest              ,2,2,1,0,51+,38808,18.66,0,632,573,631,686,346,366
EDR  2 - Headwaters             ,2,2,1,0,19-50,38916,18.71,0,649,496,606,778,343,371
EDR  2 - Headwaters             ,2,2,1.5,0,19-50,39804,12.76,0,649,496,606,778,343,445
EDR  2 - Headwaters             ,2,2,1.5,0,51+,40572,13,0,627,573,606,778,338,459
EDR  2 - Headwaters             ,2,2,2,0,19-50,39804,9.57,0,649,496,606,778,343,445
EDR  2 - Headwaters             ,2,1,1,1,19-50,44568,21.43,550,523,482,792,721,360,286
EDR  2 - Headwaters             ,2,2,1,0,51+,39684,19.08,0,627,573,606,778,338,385
EDR  2 - Headwaters             ,2,2,2,0,51+,40572,9.75,0,627,573,606,778,338,459
EDR  3 - Arrowhead              ,2,2,2,0,51+,40980,9.85,0,626,573,668,730,354,464
EDR  3 - Arrowhead              ,2,1,1,1,19-50,48072,23.11,704,523,482,877,678,383,359
EDR  3 - Arrowhead              ,2,2,1,0,51+,40044,19.25,0,626,573,668,730,354,386
EDR  3 - Arrowhead              ,2,2,1,0,19-50,39300,18.89,0,648,496,668,730,360,373
EDR  3 - Arrowhead              ,2,2,1.5,0,19-50,40224,12.89,0,648,496,668,730,360,450
EDR  3 - Arrowhead              ,2,2,2,0,19-50,40224,9.67,0,648,496,668,730,360,450
EDR  3 - Arrowhead              ,2,2,1.5,0,51+,40980,13.13,0,626,573,668,730,354,464
EDR  4 - West Central           ,2,2,2,0,19-50,39600,9.52,0,649,496,631,734,351,439
EDR  4 - West Central           ,2,2,1.5,0,19-50,39600,12.69,0,649,496,631,734,351,439
EDR  4 - West Central           ,2,1,1,1,19-50,43656,20.99,526,524,482,799,681,362,264
EDR  4 - West Central           ,2,2,1,0,19-50,38700,18.61,0,649,496,631,734,351,364
EDR  4 - West Central           ,2,2,2,0,51+,40392,9.71,0,627,573,631,734,345,456
EDR  4 - West Central           ,2,2,1.5,0,51+,40392,12.95,0,627,573,631,734,345,456
EDR  4 - West Central           ,2,2,1,0,51+,39492,18.99,0,627,573,631,734,345,381
EDR  5 - North Central          ,2,2,1,0,51+,40284,19.37,0,622,573,601,830,335,396
EDR  5 - North Central          ,2,2,2,0,51+,41184,9.9,0,622,573,601,830,335,471
EDR  5 - North Central          ,2,1,1,1,19-50,45060,21.66,550,519,482,780,768,356,300
EDR  5 - North Central          ,2,2,1.5,0,51+,41184,13.2,0,622,573,601,830,335,471
EDR  5 - North Central          ,2,2,2,0,19-50,40428,9.72,0,644,496,601,830,341,457
EDR  5 - North Central          ,2,2,1.5,0,19-50,40428,12.96,0,644,496,601,830,341,457
EDR  5 - North Central          ,2,2,1,0,19-50,39540,19.01,0,644,496,601,830,341,383
EDR  6E- Southwest Central      ,2,1,1,1,19-50,44016,21.16,561,524,482,769,701,354,277
EDR  6E- Southwest Central      ,2,2,1,0,19-50,38544,18.53,0,649,496,604,755,343,365
EDR  6E- Southwest Central      ,2,2,2,0,51+,40164,9.65,0,627,573,604,755,337,451
EDR  6E- Southwest Central      ,2,2,1,0,51+,39276,18.88,0,627,573,604,755,337,377
EDR  6E- Southwest Central      ,2,2,1.5,0,51+,40164,12.87,0,627,573,604,755,337,451
EDR  6E- Southwest Central      ,2,2,2,0,19-50,39420,9.48,0,649,496,604,755,343,438
EDR  6E- Southwest Central      ,2,2,1.5,0,19-50,39420,12.63,0,649,496,604,755,343,438
EDR  6W- Upper Minnesota Valley,2,2,2,0,51+,39444,9.48,0,642,573,579,719,334,440
EDR  6W- Upper Minnesota Valley,2,2,2,0,19-50,38664,9.29,0,664,496,579,719,340,424
EDR  6W- Upper Minnesota Valley,2,2,1,0,51+,38580,18.55,0,642,573,579,719,334,368
EDR  6W- Upper Minnesota Valley,2,2,1.5,0,51+,39444,12.64,0,642,573,579,719,334,440
EDR  6W- Upper Minnesota Valley,2,1,1,1,19-50,41136,19.78,426,536,482,756,668,354,206
EDR  6W- Upper Minnesota Valley,2,2,1.5,0,19-50,38664,12.39,0,664,496,579,719,340,424
EDR  6W- Upper Minnesota Valley,2,2,1,0,19-50,37800,18.17,0,664,496,579,719,340,352
EDR  7E- East Central           ,2,2,2,0,51+,47412,11.4,0,619,530,908,899,418,577
EDR  7E- East Central           ,2,2,1.5,0,51+,47412,15.2,0,619,530,908,899,418,577
EDR  7E- East Central           ,2,2,2,0,19-50,46656,11.22,0,641,453,908,899,424,563
EDR  7E- East Central           ,2,2,1,0,51+,46284,22.25,0,619,530,908,899,418,483
EDR  7E- East Central           ,2,2,1.5,0,19-50,46656,14.95,0,641,453,908,899,424,563
EDR  7E- East Central           ,2,2,1,0,19-50,45540,21.89,0,641,453,908,899,424,470
EDR  7E- East Central           ,2,1,1,1,19-50,58920,28.33,949,517,439,1148,830,456,571
EDR  7W- Central                ,2,2,2,0,19-50,44532,10.7,0,641,455,903,768,423,521
EDR  7W- Central                ,2,1,1,1,19-50,55032,26.46,863,517,441,1115,712,447,491
EDR  7W- Central                ,2,2,1,0,19-50,43452,20.89,0,641,455,903,768,423,431
EDR  7W- Central                ,2,2,1,0,51+,44196,21.25,0,619,532,903,768,417,444
EDR  7W- Central                ,2,2,1.5,0,19-50,44532,14.27,0,641,455,903,768,423,521
EDR  7W- Central                ,2,2,1.5,0,51+,45300,14.52,0,619,532,903,768,417,536
EDR  7W- Central                ,2,2,2,0,51+,45300,10.89,0,619,532,903,768,417,536
EDR  8 - Southwest              ,2,2,1.5,0,19-50,38208,12.25,0,657,496,595,678,343,415
EDR  8 - Southwest              ,2,2,2,0,51+,38964,9.37,0,635,573,595,678,337,429
EDR  8 - Southwest              ,2,1,1,1,19-50,40896,19.66,457,530,482,756,631,352,200
EDR  8 - Southwest              ,2,2,2,0,19-50,38208,9.18,0,657,496,595,678,343,415
EDR  8 - Southwest              ,2,2,1,0,51+,38112,18.32,0,635,573,595,678,337,358
EDR  8 - Southwest              ,2,2,1,0,19-50,37356,17.96,0,657,496,595,678,343,344
EDR  8 - Southwest              ,2,2,1.5,0,51+,38964,12.49,0,635,573,595,678,337,429
EDR  9 - South Central          ,2,1,1,1,19-50,44172,21.24,497,525,482,888,634,387,268
EDR  9 - South Central          ,2,2,1,0,51+,39660,19.07,0,628,573,686,681,360,377
EDR  9 - South Central          ,2,2,1.5,0,19-50,39840,12.77,0,650,496,686,681,366,441
EDR  9 - South Central          ,2,2,2,0,19-50,39840,9.58,0,650,496,686,681,366,441
EDR  9 - South Central          ,2,2,1,0,19-50,38916,18.71,0,650,496,686,681,366,364
EDR  9 - South Central          ,2,2,1.5,0,51+,40596,13.01,0,628,573,686,681,360,455
EDR  9 - South Central          ,2,2,2,0,51+,40596,9.76,0,628,573,686,681,360,455
EDR 10 - Southeast              ,2,2,1.5,0,19-50,40812,13.08,0,649,496,696,732,368,460
EDR 10 - Southeast              ,2,1,1,1,19-50,48816,23.47,729,524,482,895,680,388,370
EDR 10 - Southeast              ,2,2,1,0,51+,40608,19.52,0,627,573,696,732,362,394
EDR 10 - Southeast              ,2,2,2,0,51+,41580,10,0,627,573,696,732,362,475
EDR 10 - Southeast              ,2,2,1,0,19-50,39864,19.17,0,649,496,696,732,368,381
EDR 10 - Southeast              ,2,2,2,0,19-50,40812,9.81,0,649,496,696,732,368,460
EDR 10 - Southeast              ,2,2,1.5,0,51+,41580,13.33,0,627,573,696,732,362,475
EDR 11 - 7 County Twin Cities   ,2,2,1,0,19-50,45648,21.95,0,668,420,1086,693,480,457
EDR 11 - 7 County Twin Cities   ,2,2,1,0,51+,46416,22.32,0,646,497,1086,693,474,472
EDR 11 - 7 County Twin Cities   ,2,2,2,0,51+,47580,11.44,0,646,497,1086,693,474,569
EDR 11 - 7 County Twin Cities   ,2,2,2,0,19-50,46824,11.26,0,668,420,1086,693,480,555
EDR 11 - 7 County Twin Cities   ,2,2,1.5,0,19-50,46824,15.01,0,668,420,1086,693,480,555
EDR 11 - 7 County Twin Cities   ,2,1,1,1,19-50,69660,33.49,1557,539,406,1348,645,517,793
EDR 11 - 7 County Twin Cities   ,2,2,1.5,0,51+,47580,15.25,0,646,497,1086,693,474,569
Faribault County                ,2,2,1.5,0,19-50,39237,12.58,0,677,496,574,744,342,437
Faribault County                ,2,1,1,1,19-50,42095,20.24,448,546,482,756,690,357,229
Faribault County                ,2,2,1.5,0,51+,39972,12.81,0,654,573,574,744,336,450
Faribault County                ,2,2,1,0,19-50,38368,18.45,0,677,496,574,744,342,364
Faribault County                ,2,2,2,0,51+,39972,9.61,0,654,573,574,744,336,450
Faribault County                ,2,2,2,0,19-50,39237,9.43,0,677,496,574,744,342,437
Faribault County                ,2,2,1,0,51+,39120,18.81,0,654,573,574,744,336,379
Fillmore County                 ,2,2,1.5,0,19-50,40293,12.91,0,648,496,574,850,334,456
Fillmore County                 ,2,2,2,0,19-50,40293,9.69,0,648,496,574,850,334,456
Fillmore County                 ,2,1,1,1,19-50,44465,21.38,521,523,482,756,785,350,288
Fillmore County                 ,2,2,1,0,51+,40176,19.32,0,626,573,574,850,329,396
Fillmore County                 ,2,2,1,0,19-50,39432,18.96,0,648,496,574,850,334,384
Fillmore County                 ,2,2,2,0,51+,41058,9.87,0,626,573,574,850,329,470
Fillmore County                 ,2,2,1.5,0,51+,41058,13.16,0,626,573,574,850,329,470
Freeborn County                 ,2,2,2,0,19-50,38400,9.23,0,650,496,574,726,335,419
Freeborn County                 ,2,2,1,0,19-50,37559,18.06,0,650,496,574,726,335,349
Freeborn County                 ,2,2,1.5,0,19-50,38400,12.31,0,650,496,574,726,335,419
Freeborn County                 ,2,2,1.5,0,51+,39169,12.55,0,629,573,574,726,329,433
Freeborn County                 ,2,2,1,0,51+,38301,18.41,0,629,573,574,726,329,361
Freeborn County                 ,2,1,1,1,19-50,42045,20.21,488,525,482,756,674,351,228
Freeborn County                 ,2,2,2,0,51+,39169,9.42,0,629,573,574,726,329,433
Goodhue County                  ,2,2,2,0,51+,42562,10.23,0,625,573,639,867,346,497
Goodhue County                  ,2,2,1,0,51+,41621,20.01,0,625,573,639,867,346,418
Goodhue County                  ,2,2,1.5,0,19-50,41812,13.4,0,647,496,639,867,352,483
Goodhue County                  ,2,2,1.5,0,51+,42562,13.64,0,625,573,639,867,346,497
Goodhue County                  ,2,2,2,0,19-50,41812,10.05,0,647,496,639,867,352,483
Goodhue County                  ,2,2,1,0,19-50,40892,19.66,0,647,496,639,867,352,407
Goodhue County                  ,2,1,1,1,19-50,50318,24.19,845,522,482,775,801,355,413
Grant County                    ,2,2,1.5,0,19-50,41155,13.19,0,658,496,629,826,352,469
Grant County                    ,2,2,1,0,51+,41040,19.73,0,636,573,629,826,346,410
Grant County                    ,2,2,1,0,19-50,40231,19.34,0,658,496,629,826,352,392
Grant County                    ,2,2,1.5,0,51+,41958,13.45,0,636,573,629,826,346,486
Grant County                    ,2,2,2,0,51+,41958,10.09,0,636,573,629,826,346,486
Grant County                    ,2,1,1,1,19-50,44017,21.16,505,531,482,756,764,352,278
Grant County                    ,2,2,2,0,19-50,41155,9.89,0,658,496,629,826,352,469
Hennepin County                 ,2,2,1,0,19-50,45526,21.89,0,677,420,1086,673,483,455
Hennepin County                 ,2,1,1,1,19-50,71192,34.23,1659,547,406,1348,627,519,827
Hennepin County                 ,2,2,2,0,19-50,46703,11.23,0,677,420,1086,673,483,553
Hennepin County                 ,2,2,1.5,0,51+,47463,15.21,0,655,497,1086,673,477,567
Hennepin County                 ,2,2,2,0,51+,47463,11.41,0,655,497,1086,673,477,567
Hennepin County                 ,2,2,1,0,51+,46292,22.26,0,655,497,1086,673,477,470
Hennepin County                 ,2,2,1.5,0,19-50,46703,14.97,0,677,420,1086,673,483,553
Houston County                  ,2,2,2,0,51+,41939,10.08,0,628,573,694,755,362,483
Houston County                  ,2,2,1,0,19-50,40166,19.31,0,650,496,694,755,368,384
Houston County                  ,2,2,1.5,0,19-50,41137,13.18,0,650,496,694,755,368,465
Houston County                  ,2,1,1,1,19-50,46092,22.16,528,524,482,901,701,390,315
Houston County                  ,2,2,1.5,0,51+,41939,13.44,0,628,573,694,755,362,483
Houston County                  ,2,2,1,0,51+,40976,19.7,0,628,573,694,755,362,403
Houston County                  ,2,2,2,0,19-50,41137,9.89,0,650,496,694,755,368,465
Hubbard County                  ,2,2,1,0,19-50,39656,19.07,0,651,496,574,861,335,388
Hubbard County                  ,2,1,1,1,19-50,44000,21.15,479,525,482,756,796,351,278
Hubbard County                  ,2,2,2,0,19-50,40523,9.74,0,651,496,574,861,335,460
Hubbard County                  ,2,2,1.5,0,19-50,40523,12.99,0,651,496,574,861,335,460
Hubbard County                  ,2,2,1.5,0,51+,41273,13.23,0,629,573,574,861,329,473
Hubbard County                  ,2,2,2,0,51+,41273,9.92,0,629,573,574,861,329,473
Hubbard County                  ,2,2,1,0,51+,40384,19.42,0,629,573,574,861,329,399
Isanti County                   ,2,2,1.5,0,19-50,49257,15.79,0,638,420,1086,885,472,604
Isanti County                   ,2,2,1,0,19-50,48051,23.1,0,638,420,1086,885,472,503
Isanti County                   ,2,2,2,0,51+,50016,12.02,0,616,497,1086,885,466,618
Isanti County                   ,2,2,1.5,0,51+,50016,16.03,0,616,497,1086,885,466,618
Isanti County                   ,2,2,1,0,51+,48788,23.46,0,616,497,1086,885,466,516
Isanti County                   ,2,1,1,1,19-50,70419,33.86,1461,515,406,1348,817,510,811
Isanti County                   ,2,2,2,0,19-50,49257,11.84,0,638,420,1086,885,472,604
Itasca County                   ,2,2,2,0,19-50,40900,9.83,0,647,496,622,832,347,464
Itasca County                   ,2,2,1.5,0,51+,41703,13.37,0,625,573,622,832,341,482
Itasca County                   ,2,2,1,0,19-50,39988,19.23,0,647,496,622,832,347,388
Itasca County                   ,2,2,1.5,0,19-50,40900,13.11,0,647,496,622,832,347,464
Itasca County                   ,2,2,1,0,51+,40797,19.61,0,625,573,622,832,341,407
Itasca County                   ,2,1,1,1,19-50,46736,22.47,597,522,482,820,769,367,338
Itasca County                   ,2,2,2,0,51+,41703,10.02,0,625,573,622,832,341,482
Jackson County                  ,2,2,2,0,19-50,37643,9.05,0,664,496,582,649,341,405
Jackson County                  ,2,2,1.5,0,51+,38394,12.31,0,642,573,582,649,335,418
